学期id,新学期课程序号,课程代码,课程名称,课程教师,平均分,最高分,最低分,预测人数,实际人数,90-100比例,80-89.9比例,70-79.9比例,60-69.9比例,0-59.9比例
561,1151	,b1090001,基础工程训练,杨亮涛,84.6,92,72,18,18,55.6%,5.6%,27.8%,11.1%,0%
561,1151	,b1090001,基础工程训练,杨亮涛,86.7,93,76,40,40,85%,12.5%,2.5%,0%,0%
561,1151	,b1090001,基础工程训练,杨亮涛,87.6,91,79,35,35,88.6%,8.6%,2.9%,0%,0%
561,1151	,b1090001,基础工程训练,杨亮涛,86.8,91,83,40,39,69.2%,28.2%,2.6%,0%,0%
561,1151	,b1090001,基础工程训练,杨亮涛,86.3,91,78,40,40,65%,32.5%,2.5%,0%,0%
561,1151	,b1090001,基础工程训练,杨亮涛,86.1,92,78,40,40,67.5%,22.5%,10%,0%,0%
622,1177	,b1090001,基础工程训练,王巍,85.6,90,76,35,34,100%,0%,0%,0%,0%
622,0893	,b1020003,通用英语III,王翔,72,86,50,50,49,0%,6.1%,44.9%,24.5%,24.5%
622,0893	,b1020003,通用英语III,王翔,75.2,85,52,48,48,0%,12.5%,54.2%,18.8%,14.6%
562,0893	,b1020003,通用英语III,王翔,72.7,86,52,49,47,0%,14.9%,38.3%,23.4%,23.4%
562,0893	,b1020003,通用英语III,王翔,73.4,84,60,48,48,0%,14.6%,35.4%,29.2%,20.8%
622,0754	,b1090001,基础工程训练,毕烨,86.1,94,46,33,32,71.9%,6.2%,3.1%,3.1%,15.6%
622,1458	,g2061026,工程力学,蒋昌华,74.3,98,30,33,31,12.9%,22.6%,12.9%,16.1%,35.5%
622,1458	,g2061026,工程力学,蒋昌华,58.6,92,16,26,26,3.8%,3.8%,23.1%,7.7%,61.5%
602,1458	,g2061026,工程力学,蒋昌华,58.9,90,24,48,39,0%,10.3%,12.8%,2.6%,74.4%
602,1458	,g2061026,工程力学,蒋昌华,62.9,94,21,49,46,6.5%,6.5%,10.9%,8.7%,67.4%
602,1458	,g2061026,工程力学,蒋昌华,67.5,93,25,45,43,4.7%,4.7%,27.9%,9.3%,53.5%
562,1458	,g2061026,工程力学,蒋昌华,62.3,92,39,37,37,2.7%,0%,2.7%,13.5%,81.1%
562,1458	,g2061026,工程力学,蒋昌华,62.5,90,19,35,33,0%,6.1%,9.1%,18.2%,66.7%
561,1458	,g2061026,工程力学,蒋昌华,40,81,12,40,40,0%,0%,2.5%,5%,92.5%
561,1458	,g2061026,工程力学,蒋昌华,39.5,88,12,44,43,0%,4.7%,2.3%,2.3%,90.7%
561,1458	,g2061026,工程力学,蒋昌华,56.4,98,21,57,55,5.5%,7.3%,1.8%,21.8%,63.6%
622,1459	,g2065049,可编程序控制器,钱锐,69.9,96,6,47,44,18.2%,25%,9.1%,15.9%,31.8%
622,1459	,g2065049,可编程序控制器,钱锐,69.8,97,18,54,54,18.5%,22.2%,11.1%,9.3%,38.9%
562,1459	,g2065049,可编程序控制器,钱锐,46.9,95,9,35,32,6.2%,6.2%,0%,6.2%,81.2%
562,1459	,g2065049,可编程序控制器,钱锐,47.3,90,9,44,37,0%,5.4%,8.1%,5.4%,81.1%
622,1463	,g2061037,机械设计基础,葛苏,61.5,95,10,58,55,9.1%,14.5%,18.2%,12.7%,45.5%
622,1463	,g2061037,机械设计基础,葛苏,64.7,90,12,35,32,6.2%,15.6%,21.9%,18.8%,37.5%
622,1464	,g2061084,数控机床伺服系统,陆成鹰,69.3,96,21,44,43,14%,20.9%,14%,18.6%,32.6%
622,1464	,g2061084,数控机床伺服系统,陆成鹰,57.3,95,5,51,49,4.1%,12.2%,12.2%,18.4%,53.1%
622,1464	,g2061084,数控机床伺服系统,陆成鹰,74,95,24,45,45,4.4%,33.3%,22.2%,20%,20%
622,1464	,g2061084,数控机床伺服系统,陆成鹰,62.7,95,23,32,31,9.7%,6.5%,16.1%,22.6%,45.2%
562,1464	,g2061084,数控机床伺服系统,陆成鹰,47.1,93,0,49,45,2.2%,8.9%,11.1%,15.6%,62.2%
562,1464	,g2061084,数控机床伺服系统,陆成鹰,62.9,99,11,54,54,1.9%,27.8%,18.5%,13%,38.9%
562,1464	,g2061084,数控机床伺服系统,陆成鹰,42.9,90,6,29,29,0%,6.9%,3.4%,13.8%,75.9%
622,0112	,b0022149,中国古代服饰文化,孙晨阳,84.3,99,44,78,78,28.2%,61.5%,9%,0%,1.3%
622,0113	,b0022150,电影中的悲剧美学#,姚若冰,85,99,30,119,118,56.8%,10.2%,22%,5.9%,5.1%
622,0115	,b0022154,外国电影史,任柯西,78.8,90,0,80,80,7.5%,87.5%,0%,1.2%,3.8%
622,0043	,b0021110,多媒体图像处理,毕烨,85.6,95,65,58,58,51.7%,32.8%,13.8%,1.7%,0%
622,0388	,b1020004,通用英语IV,吴越,70,80,47,45,45,0%,0%,15.6%,44.4%,40%
562,0388	,b1020004,通用英语IV,吴越,78.6,91,60,35,35,8.6%,28.6%,34.3%,22.9%,5.7%
622,0046	,b0021116,家庭网络不求人,姚驰甫,80.8,92,64,58,53,5.7%,47.2%,32.1%,15.1%,0%
622,0387	,b1020004,通用英语IV,胡贞,74,86,49,43,43,0%,2.3%,55.8%,23.3%,18.6%
562,0387	,b1020004,通用英语IV,胡贞,78.1,92,60,40,39,7.7%,28.2%,33.3%,20.5%,10.3%
622,0047	,b0021118,“铁”的世界：冰与火之歌,陈帅,81.7,97,12,76,76,56.6%,36.8%,0%,0%,6.6%
622,0048	,b0021119,科学与烹饪,吴益华,84.5,96,75,81,79,20.3%,69.6%,10.1%,0%,0%
622,0097	,b0022130,网球竞赛规则与裁判法,刘强,88,96,84,23,23,26.1%,73.9%,0%,0%,0%
622,0016	,b0021029,公关心理学,朱小麟,84.2,93,3,79,78,41%,43.6%,11.5%,2.6%,1.3%
622,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,83.2,91,65,141,141,1.4%,68.1%,23.4%,5%,2.1%
622,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,84.3,92,72,137,137,5.8%,59.1%,31.4%,2.2%,1.5%
622,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,84,92,69,138,138,3.6%,58%,27.5%,10.1%,0.7%
622,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,84.8,93,72,140,139,2.9%,67.6%,24.5%,5%,0%
562,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,80.9,92,46,146,145,2.1%,31%,31.7%,24.8%,10.3%
562,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,79.7,92,50,139,136,0.7%,27.9%,26.5%,28.7%,16.2%
562,0701	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,郭灿希,82.7,91,51,113,111,3.6%,38.7%,37.8%,13.5%,6.3%
622,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,82.2,93,68,100,97,23.7%,48.5%,20.6%,6.2%,1%
622,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,81.1,93,45,67,66,19.7%,40.9%,25.8%,10.6%,3%
622,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,83.7,92,67,141,140,27.9%,43.6%,17.1%,8.6%,2.9%
622,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,82.8,94,62,134,131,22.1%,51.1%,18.3%,6.1%,2.3%
562,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,78.6,93,55,121,121,4.1%,26.4%,24%,21.5%,24%
562,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,77.3,93,0,134,134,3.7%,19.4%,35.1%,27.6%,14.2%
562,0696	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,朱树彬,76.2,94,0,124,121,6.6%,25.6%,23.1%,24%,20.7%
622,0661	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,刘文,79.5,93,46,99,89,6.7%,24.7%,33.7%,23.6%,11.2%
562,0661	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,刘文,81.4,96,47,102,97,15.5%,38.1%,27.8%,9.3%,9.3%
622,0707	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,毛天虹,83,89,60,144,143,11.9%,66.4%,16.8%,4.2%,0.7%
622,0707	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,毛天虹,83.5,93,68,141,139,16.5%,65.5%,14.4%,3.6%,0%
562,0707	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,毛天虹,85.8,95,65,136,136,20.6%,61.8%,15.4%,2.2%,0%
562,0707	,b1080005,毛泽东思想和中国特色社会主义理论体系概论II,毛天虹,86.4,95,70,142,140,29.3%,57.1%,11.4%,2.1%,0%
622,0895	,b1020003,通用英语III,刘畅,74.5,85,60,48,48,0%,16.7%,37.5%,27.1%,18.8%
622,0895	,b1020003,通用英语III,刘畅,75.4,88,46,49,49,0%,10.2%,49%,30.6%,10.2%
562,0895	,b1020003,通用英语III,刘畅,74.8,87,60,49,48,0%,18.8%,37.5%,20.8%,22.9%
562,0895	,b1020003,通用英语III,刘畅,72.4,86,53,48,48,0%,12.5%,31.2%,27.1%,29.2%
622,0899	,b1020003,通用英语III,李莉萍,69.8,85,42,46,45,0%,6.7%,20%,42.2%,31.1%
622,0899	,b1020003,通用英语III,李莉萍,71.7,90,49,29,29,3.4%,3.4%,27.6%,44.8%,20.7%
562,0899	,b1020003,通用英语III,李莉萍,71.3,87,37,49,49,0%,18.4%,22.4%,26.5%,32.7%
562,0899	,b1020003,通用英语III,李莉萍,71.2,84,46,48,48,0%,2.1%,43.8%,27.1%,27.1%
622,0216	,b1020004-,通用英语IV,王世钰,74.8,94,60,39,38,2.6%,21.1%,18.4%,42.1%,15.8%
622,0901	,b1020003,通用英语III,王静,75.1,90,50,48,48,0%,14.6%,33.3%,20.8%,31.2%
622,0901	,b1020003,通用英语III,王静,72.8,87,10,17,17,0%,5.9%,35.3%,41.2%,17.6%
561,0901	,b1020003,通用英语III,王静,72.7,90,45,55,53,0%,11.3%,39.6%,15.1%,34%
561,0901	,b1020003,通用英语III,王静,72.9,87,53,52,51,0%,9.8%,37.3%,27.5%,25.5%
561,0901	,b1020003,通用英语III,王静,79,92,60,25,25,12%,28%,20%,24%,16%
622,0300	,b1020044,翻译理论与实践,郑莉,76.3,94,69,49,49,6.1%,12.2%,26.5%,55.1%,0%
622,0300	,b1020044,翻译理论与实践,郑莉,77.4,93,68,44,42,7.1%,26.2%,11.9%,52.4%,2.4%
622,0300	,b1020044,翻译理论与实践,郑莉,78.7,94,68,49,47,10.6%,19.1%,23.4%,46.8%,0%
562,0300	,b1020044,翻译理论与实践,郑莉,86.7,92,15,49,49,49%,46.9%,2%,0%,2%
562,0300	,b1020044,翻译理论与实践,郑莉,90.2,94,84,25,22,81.8%,18.2%,0%,0%,0%
562,0300	,b1020044,翻译理论与实践,郑莉,88.7,93,83,48,47,42.6%,57.4%,0%,0%,0%
622,0918	,b1020003,通用英语III,杨敏,75.9,92,52,49,49,0%,16.3%,49%,18.4%,16.3%
622,0918	,b1020003,通用英语III,杨敏,76.1,91,61,48,46,0%,15.2%,39.1%,30.4%,15.2%
622,0930	,b1020003,通用英语III,梁雪,68.9,92,46,48,48,2.1%,10.4%,22.9%,27.1%,37.5%
622,0942	,b1020003,通用英语III,袁世平,76,90,50,50,49,2%,14.3%,46.9%,18.4%,18.4%
602,0942	,b1020003,通用英语III,袁世平,70,85,41,43,42,0%,7.1%,21.4%,38.1%,33.3%
602,0942	,b1020003,通用英语III,袁世平,75.5,89,39,46,45,0%,11.1%,53.3%,26.7%,8.9%
622,0393	,b1020047,旅游英语,王静,80.9,92,64,49,48,12.5%,37.5%,37.5%,12.5%,0%
622,0393	,b1020047,旅游英语,王静,82.9,92,70,51,51,9.8%,56.9%,31.4%,2%,0%
622,0393	,b1020047,旅游英语,王静,80.8,94,60,47,46,13%,41.3%,32.6%,13%,0%
562,0393	,b1020047,旅游英语,王静,79.7,92,60,39,39,10.3%,28.2%,41%,12.8%,7.7%
562,0393	,b1020047,旅游英语,王静,80.7,94,60,48,48,12.5%,41.7%,25%,14.6%,6.2%
622,0769	,b1020049,职场英语,王翔,79.8,91,60,47,46,8.7%,45.7%,39.1%,4.3%,2.2%
622,0769	,b1020049,职场英语,王翔,78.2,93,60,47,46,6.5%,39.1%,30.4%,15.2%,8.7%
622,0769	,b1020049,职场英语,王翔,77.8,97,60,30,30,13.3%,10%,40%,26.7%,10%
562,0769	,b1020049,职场英语,王翔,78,90,64,56,55,1.8%,38.2%,43.6%,14.5%,1.8%
562,0769	,b1020049,职场英语,王翔,82.9,95,63,48,48,8.3%,60.4%,22.9%,8.3%,0%
622,0861	,b1020054,英美影视文学与文化,刘青青,80.8,90,66,50,49,4.1%,36.7%,51%,8.2%,0%
622,0861	,b1020054,英美影视文学与文化,刘青青,82,90,71,49,45,2.2%,51.1%,40%,6.7%,0%
562,0861	,b1020054,英美影视文学与文化,刘青青,82.1,90,71,69,66,1.5%,43.9%,51.5%,3%,0%
622,0322	,b1020071,古希腊罗马神话,韩笑,77.3,95,50,50,50,12%,32%,28%,14%,14%
622,0322	,b1020071,古希腊罗马神话,韩笑,74.5,93,40,51,47,21.3%,25.5%,10.6%,17%,25.5%
562,0322	,b1020071,古希腊罗马神话,韩笑,77.7,91,42,49,47,2.1%,36.2%,38.3%,14.9%,8.5%
562,0322	,b1020071,古希腊罗马神话,韩笑,79.9,97,60,48,47,6.4%,46.8%,42.6%,2.1%,2.1%
622,0753	,b1020088,雅思听力,王蕊娜,80.6,94,60,46,44,15.9%,34.1%,31.8%,15.9%,2.3%
622,0753	,b1020088,雅思听力,王蕊娜,82.4,95,60,46,45,22.2%,60%,13.3%,4.4%,0%
622,0753	,b1020088,雅思听力,王蕊娜,78.7,94,63,15,12,8.3%,58.3%,8.3%,16.7%,8.3%
622,0765	,b1020089,雅思阅读,李霜,80.1,92,61,20,19,10.5%,42.1%,21.1%,15.8%,10.5%
622,0765	,b1020089,雅思阅读,李霜,79.5,94,54,26,24,16.7%,20.8%,12.5%,33.3%,16.7%
622,0314	,b1020044,翻译理论与实践,刘畅,74.6,91,60,30,29,0%,27.6%,31%,27.6%,13.8%
622,0314	,b1020044,翻译理论与实践,刘畅,73.5,91,62,48,48,2.1%,14.6%,37.5%,35.4%,10.4%
562,0314	,b1020044,翻译理论与实践,刘畅,76,91,60,48,48,2.1%,27.1%,35.4%,31.2%,4.2%
562,0314	,b1020044,翻译理论与实践,刘畅,74.1,85,63,18,18,0%,22.2%,33.3%,27.8%,16.7%
622,0772	,b1020045,英语国家概况,王卓,79.4,91,60,48,47,2.1%,42.6%,38.3%,14.9%,2.1%
622,0772	,b1020045,英语国家概况,王卓,77.8,95,61,47,46,8.7%,28.3%,23.9%,28.3%,10.9%
622,0772	,b1020045,英语国家概况,王卓,79.8,96,60,50,50,14%,34%,30%,14%,8%
622,0749	,b1020054,英美影视文学与文化,卢佼,78.9,90,60,48,48,6.2%,29.2%,43.8%,12.5%,8.3%
622,0749	,b1020054,英美影视文学与文化,卢佼,81.1,93,60,50,49,10.2%,40.8%,36.7%,8.2%,4.1%
622,0749	,b1020054,英美影视文学与文化,卢佼,77,92,60,52,52,5.8%,19.2%,38.5%,25%,11.5%
562,0749	,b1020054,英美影视文学与文化,卢佼,79.3,92,63,52,52,1.9%,38.5%,50%,9.6%,0%
562,0749	,b1020054,英美影视文学与文化,卢佼,82.9,93,63,48,47,25.5%,57.4%,14.9%,2.1%,0%
562,0749	,b1020054,英美影视文学与文化,卢佼,83.9,93,68,48,46,30.4%,43.5%,23.9%,2.2%,0%
622,1618	,g2062110,风险管理,外教国,90.9,98,81,33,33,66.7%,33.3%,0%,0%,0%
602,1618	,g2062110,风险管理,外教国,95.9,98,90,39,39,100%,0%,0%,0%,0%
622,0980	,b2011133,系统建模与仿真,王小刚,71.9,88,49,37,36,0%,19.4%,25%,22.2%,33.3%
562,0980	,b2011133,系统建模与仿真,王小刚,70.9,97,31,43,41,7.3%,9.8%,31.7%,24.4%,26.8%
622,1361	,g1060015-,大学英语III,黄花,63.6,87,31,26,23,0%,8.7%,8.7%,30.4%,52.2%
622,1361	,g1060015-,大学英语III,黄花,67.7,86,31,48,48,0%,6.2%,14.6%,45.8%,33.3%
562,1361	,g1060015-,大学英语III,黄花,68.9,87,43,48,46,2.2%,13%,34.8%,26.1%,23.9%
562,1361	,g1060015-,大学英语III,黄花,65,84,35,48,48,0%,12.5%,20.8%,25%,41.7%
622,1376	,g1060015-,大学英语III,王剑瑶,62.3,91,34,49,43,0%,7%,9.3%,23.3%,60.5%
622,1376	,g1060015-,大学英语III,王剑瑶,65.2,88,31,47,46,0%,2.2%,8.7%,47.8%,41.3%
562,1376	,g1060015-,大学英语III,王剑瑶,63.2,85,24,47,44,0%,4.5%,25%,25%,45.5%
562,1376	,g1060015-,大学英语III,王剑瑶,67.3,86,27,48,46,0%,21.7%,21.7%,19.6%,37%
622,1380	,g1060015-,大学英语III,张庆,53.2,76,17,31,29,0%,0%,3.4%,34.5%,62.1%
622,1380	,g1060015-,大学英语III,张庆,53.6,79,25,47,46,0%,0%,6.5%,23.9%,69.6%
622,1380	,g1060015-,大学英语III,张庆,55.4,82,19,30,28,0%,3.6%,25%,21.4%,50%
622,1334	,g1060015,大学英语III,黄花,67.5,87,37,42,42,0%,7.1%,26.2%,26.2%,40.5%
622,0991	,b2011139,现代控制原理,张淑平,72.8,96,15,101,98,10.2%,25.5%,24.5%,15.3%,24.5%
602,0991	,b2011139,现代控制原理,张淑平,71.7,86,61,11,11,0%,18.2%,36.4%,27.3%,18.2%
562,0991	,b2011139,现代控制原理,张淑平,68.2,98,20,110,108,7.4%,14.8%,24.1%,21.3%,32.4%
622,0993	,b2011143,项目管理,夏妍春,85,90,79,35,34,8.8%,79.4%,11.8%,0%,0%
602,0993	,b2011143,项目管理,夏妍春,84.9,94,75,50,49,10.2%,69.4%,20.4%,0%,0%
561,0993	,b2011143,项目管理,夏妍春,83.5,99,60,80,80,11.2%,47.5%,32.5%,5%,3.8%
622,1147	,b2012150,运动规律,郑磊,80.5,92,38,50,50,2%,30%,36%,26%,6%
562,1147	,b2012150,运动规律,郑磊,78.9,95,60,58,58,1.7%,27.6%,32.8%,27.6%,10.3%
622,1148	,b2012151,正交频分复用光通信,桂林,82.2,89,70,17,17,0%,82.4%,17.6%,0%,0%
622,1150	,b2012161,离散数学,种田,74.2,91,33,44,44,0%,18.2%,27.3%,20.5%,34.1%
562,1150	,b2012161,离散数学,种田,77,96,60,37,36,8.3%,19.4%,27.8%,27.8%,16.7%
622,0539	,b2012164,物联网技术基础,王漫,68.1,90,48,80,80,1.2%,10%,30%,55%,3.8%
622,0539	,b2012164,物联网技术基础,王漫,70,80,60,4,4,0%,25%,50%,25%,0%
562,0539	,b2012164,物联网技术基础,王漫,76.9,100,30,88,86,12.8%,16.3%,16.3%,22.1%,32.6%
622,1152	,b2012173,扩展网络设计,左健存,79.9,96,65,49,48,14.6%,18.8%,37.5%,25%,4.2%
622,1158	,b2012196,无线网络技术,吴秀梅,70.9,88,52,79,77,0%,7.8%,35.1%,35.1%,22.1%
622,1162	,b2012201,人工智能基础,杨雯静,76.8,96,33,46,45,4.4%,31.1%,22.2%,22.2%,20%
622,1166	,b2012205,数据结构与算法（Java）,蒋文蓉,72.1,95,22,81,81,4.9%,35.8%,21%,19.8%,18.5%
622,1165	,b2012205,数据结构与算法（Java）,周汉平,75.8,92,41,50,50,2%,16%,42%,26%,14%
562,1165	,b2012205,数据结构与算法（Java）,周汉平,67.2,88,31,75,73,0%,5.5%,16.4%,21.9%,56.2%
562,1165	,b2012205,数据结构与算法（Java）,周汉平,69.6,96,22,43,43,2.3%,4.7%,32.6%,27.9%,32.6%
622,1169	,b2012211,互联网协议分析,姜存理,56.3,85,24,78,76,0%,1.3%,6.6%,17.1%,75%
622,1198	,b2013031,分析化学,邴乃慈,70.2,94,35,46,45,6.7%,11.1%,26.7%,22.2%,33.3%
622,1198	,b2013031,分析化学,邴乃慈,67.5,74,61,2,2,0%,0%,50%,0%,50%
602,1198	,b2013031,分析化学,邴乃慈,61.4,72,51,5,5,0%,0%,0%,40%,60%
622,1329	,g1060015,大学英语III,邵华,64.4,88,35,47,47,0%,2.1%,19.1%,25.5%,53.2%
622,1329	,g1060015,大学英语III,邵华,62.4,82,38,32,30,0%,0%,10%,33.3%,56.7%
562,1329	,g1060015,大学英语III,邵华,59,90,33,50,50,2%,4%,8%,18%,68%
622,1336	,g1060015,大学英语III,王剑瑶,66.7,88,35,50,49,0%,4.1%,16.3%,38.8%,40.8%
562,1336	,g1060015,大学英语III,王剑瑶,62.4,85,28,40,39,0%,7.7%,12.8%,20.5%,59%
622,1364	,b2030084,酒店管理概论,夏诗漾,71.5,86,48,34,34,0%,5.9%,29.4%,38.2%,26.5%
622,1365	,b2030085,酒店会议服务与管理,徐爱萍,76.6,91,61,20,20,5%,35%,20%,15%,25%
622,1366	,b2030086,酒店客房服务与管理,徐菱苓,76.7,94,40,73,72,11.1%,27.8%,25%,22.2%,13.9%
562,1366	,b2030086,酒店客房服务与管理,徐菱苓,69.2,90,35,28,26,0%,7.7%,11.5%,46.2%,34.6%
622,1367	,b2030088,酒店收益管理,李盈,74.4,95,36,28,28,3.6%,14.3%,25%,46.4%,10.7%
622,1368	,b2030090,酒店英语,夏诗漾,76.6,89,60,28,27,0%,7.4%,48.1%,40.7%,3.7%
622,1369	,b2030092,跨国公司财务,史美霖,66.4,90,30,56,50,0%,14%,14%,22%,50%
622,1369	,b2030092,跨国公司财务,史美霖,63.3,68,60,3,3,0%,0%,0%,0%,100%
622,1371	,b2030093,跨国公司财务,程立,70.5,94,29,94,94,1.1%,6.4%,21.3%,39.4%,31.9%
622,1371	,b2030093,跨国公司财务,程立,75.6,93,64,14,14,14.3%,7.1%,21.4%,35.7%,21.4%
622,1373	,b2030096,框架开发技术,陈建,84.4,99,72,19,19,36.8%,47.4%,15.8%,0%,0%
562,1373	,b2030096,框架开发技术,陈建,79.5,97,66,22,22,13.6%,59.1%,27.3%,0%,0%
622,1374	,b2030099,纳税筹划,王悌云,78.7,95,40,53,53,9.4%,41.5%,30.2%,9.4%,9.4%
622,1374	,b2030099,纳税筹划,王悌云,69.3,84,60,9,9,0%,11.1%,33.3%,22.2%,33.3%
622,1646	,g2062211,情商提升与管理,外教国,91.6,98,76,33,33,75.8%,18.2%,6.1%,0%,0%
622,1375	,b2030101,企业信用管理,肖智润,86.7,98,61,109,107,29%,43.9%,18.7%,6.5%,1.9%
622,1375	,b2030101,企业信用管理,肖智润,91,91,91,2,1,0%,100%,0%,0%,0%
562,1375	,b2030101,企业信用管理,肖智润,85,97,16,120,119,36.1%,42%,13.4%,4.2%,4.2%
622,1382	,b2030108,商务谈判与技巧,王尚君,85.2,91,60,91,87,16.1%,82.8%,0%,1.1%,0%
562,1382	,b2030108,商务谈判与技巧,王尚君,83.6,90,73,77,71,0%,71.8%,28.2%,0%,0%
622,1385	,b2030113,商业银行业务,肖智润,88.6,98,67,78,76,47.4%,48.7%,2.6%,0%,1.3%
562,1385	,b2030113,商业银行业务,肖智润,84.2,93,62,81,80,10%,53.8%,32.5%,3.8%,0%
622,1386	,b2030117,审计,卞琳琳,72.9,91,41,93,93,0%,18.3%,33.3%,32.3%,16.1%
562,1386	,b2030117,审计,卞琳琳,73.1,92,60,79,78,2.6%,14.1%,44.9%,24.4%,14.1%
562,1386	,b2030117,审计,卞琳琳,70.2,86,37,51,51,0%,15.7%,41.2%,21.6%,21.6%
622,1390	,b2030130,网络营销,陈伟,69.8,88,50,80,80,0%,2.5%,20%,38.8%,38.8%
602,1390	,b2030130,网络营销,陈伟,74.2,88,53,86,86,0%,9.3%,37.2%,39.5%,14%
561,1390	,b2030130,网络营销,陈伟,76.2,92,51,85,85,1.2%,14.1%,52.9%,23.5%,8.2%
622,1405	,b2030154,信用评级,赵迎东,74.1,98,41,81,78,3.8%,32.1%,17.9%,15.4%,30.8%
622,1405	,b2030154,信用评级,赵迎东,69,69,69,1,1,0%,0%,0%,100%,0%
602,1405	,b2030154,信用评级,赵迎东,82.5,95,61,37,37,18.9%,51.4%,18.9%,10.8%,0%
562,1405	,b2030154,信用评级,赵迎东,80.3,95,27,86,86,11.6%,39.5%,27.9%,11.6%,9.3%
622,1818	,b2030192,行为金融学,范涛,78.1,92,48,44,44,2.3%,29.5%,29.5%,22.7%,15.9%
562,1818	,b2030192,行为金融学,范涛,86.9,100,71,43,43,18.6%,44.2%,20.9%,16.3%,0%
622,1819	,b2030194,基金管理,邵运文,79.1,94,60,44,44,4.5%,20.5%,45.5%,15.9%,13.6%
562,1819	,b2030194,基金管理,邵运文,83.6,97,66,43,43,37.2%,46.5%,14%,2.3%,0%
622,1820	,b2030197,金融产品设计与营销,贺书锋,85,93,80,43,43,2.3%,74.4%,23.3%,0%,0%
622,1823	,b2030204,金融市场发展史,邵运文,78.4,94,60,23,23,8.7%,21.7%,30.4%,26.1%,13%
622,1824	,b2030207,酒店物品赏析,马振,87.9,95,81,20,20,30%,70%,0%,0%,0%
622,1833	,b2030220,会展营销,王胜英,80.4,94,59,76,75,4%,18.7%,41.3%,30.7%,5.3%
622,1834	,b2030221,展示设计与管理,朱斌,87.2,94,63,68,68,19.1%,70.6%,7.4%,2.9%,0%
562,1834	,b2030221,展示设计与管理,朱斌,86.3,97,60,77,77,15.6%,58.4%,24.7%,1.3%,0%
622,1843	,b2030249,税法Ⅱ,陶瑞翠,80.8,95,64,32,32,6.2%,21.9%,46.9%,21.9%,3.1%
622,1778	,b2021006,第二外语（日语）II,徐利佳,85.7,95,66,40,38,44.7%,34.2%,10.5%,10.5%,0%
622,1778	,b2021006,第二外语（日语）II,徐利佳,84.5,97,65,40,39,33.3%,48.7%,10.3%,5.1%,2.6%
562,1778	,b2021006,第二外语（日语）II,徐利佳,83.8,95,71,15,12,8.3%,50%,25%,16.7%,0%
562,1778	,b2021006,第二外语（日语）II,徐利佳,87.7,97,62,38,36,50%,41.7%,5.6%,2.8%,0%
562,1778	,b2021006,第二外语（日语）II,徐利佳,88.5,97,60,34,32,71.9%,15.6%,6.2%,3.1%,3.1%
622,0406	,b2041131,图形设计,何丽萍,83,91,70,21,21,19%,47.6%,33.3%,0%,0%
562,0406	,b2041131,图形设计,何丽萍,81.9,92,66,20,20,15%,60%,20%,5%,0%
622,0408	,b2041134,形态构成(B),杨光,84.2,91,69,21,21,4.8%,76.2%,19%,0%,0%
562,0408	,b2041134,形态构成(B),杨光,84.1,90,72,20,20,0%,80%,20%,0%,0%
622,0413	,b2041143,原画设计,闫星,82.2,92,63,20,20,10%,65%,20%,0%,5%
622,1961	,b1070055,女乒-1,黄宁,84.5,95,76,36,36,19.4%,66.7%,13.9%,0%,0%
622,1961	,b1070055,女乒-1,黄宁,79.1,95,0,36,36,8.3%,50%,33.3%,5.6%,2.8%
622,1961	,b1070055,女乒-1,黄宁,82.4,92,72,36,36,11.1%,58.3%,30.6%,0%,0%
622,1964	,b1070055,女乒-1,朱亚云,80.1,90,71,36,36,2.8%,52.8%,44.4%,0%,0%
622,1964	,b1070055,女乒-1,朱亚云,78.3,95,0,37,37,10.8%,43.2%,37.8%,5.4%,2.7%
622,1964	,b1070055,女乒-1,朱亚云,79.3,95,0,36,36,8.3%,52.8%,36.1%,0%,2.8%
562,1964	,b1070055,女乒-1,朱亚云,83.4,95,71,40,40,17.5%,52.5%,30%,0%,0%
562,1964	,b1070055,女乒-1,朱亚云,83.6,95,65,40,40,17.5%,65%,15%,2.5%,0%
